"international_plan","total_day_minutes","total_intl_minutes","number_customer_service_calls","total_intl_calls","churn"
"4516","no",268.7,9.4,0,6,"no"
"4517","no",178.8,9,1,8,"no"
"4518","no",197.3,7.4,1,3,"no"
"4519","no",233.9,9.5,1,4,"no"
"4520","yes",207.1,4.4,2,5,"no"
"4521","no",136.8,5,2,3,"no"
"4522","no",159.4,11.1,1,4,"no"
"4523","no",112.1,11.1,0,5,"no"
"4524","no",238.6,10,4,8,"no"
"4525","yes",163.5,9.8,1,4,"no"
"4526","yes",127.2,11.2,2,3,"no"
"4527","no",145.8,9.6,0,5,"no"
"4528","no",250.1,11.1,2,3,"no"
"4529","no",234.2,7.1,0,4,"no"
"4530","no",101.5,11.7,3,4,"no"
"4531","no",119.6,13,1,3,"no"
"4532","no",221.9,10.7,1,6,"no"
"4533","no",158.2,7.7,1,7,"no"
"4534","no",193.2,7.8,1,2,"no"
"4535","no",217.7,8.8,1,6,"no"
"4536","no",199.8,10.1,0,4,"no"
"4537","no",171.9,14.6,2,4,"no"
"4538","no",67.7,12.3,6,2,"yes"
"4539","no",228.2,10.5,4,4,"no"
"4540","no",191.5,14.1,1,9,"no"
"4541","no",171.5,8.5,2,2,"no"
"4542","no",151.1,9.8,0,4,"no"
"4543","no",134.3,7.6,3,2,"no"
"4544","no",117.8,10.9,1,5,"no"
"4545","no",181.2,12.1,3,2,"no"
"4546","no",152.3,9,2,3,"no"
"4547","no",204.4,11.5,2,3,"no"
"4548","no",283.9,11.3,2,5,"no"
"4549","no",142.7,10,0,4,"no"
"4550","no",145.4,9.3,2,3,"no"
"4551","no",211.7,7.2,4,2,"no"
"4552","no",192.6,11.4,3,2,"no"
"4553","no",52,12.3,2,2,"no"
"4554","no",237.7,9.5,1,3,"no"
"4555","no",203.6,12,1,5,"no"
"4556","no",192.4,8.3,1,5,"no"
"4557","no",212.5,8.6,0,6,"no"
"4558","no",114.4,11.6,3,4,"no"
"4559","no",222.8,13.3,1,5,"no"
"4560","no",207.7,11.6,2,6,"no"
"4561","no",249.4,12.3,1,2,"no"
"4562","no",157.9,11.5,3,3,"no"
"4563","no",137.9,14.3,5,3,"yes"
"4564","no",176,8.5,1,5,"no"
"4565","no",158.8,6.2,2,6,"no"
"4566","no",234,9.8,1,3,"no"
"4567","no",132.3,5.4,0,3,"no"
"4568","no",276.6,6.8,3,3,"no"
"4569","no",108.2,13.2,4,11,"yes"
"4570","no",156,14.3,0,3,"no"
"4571","no",208.5,9.8,0,3,"no"
"4572","no",243.4,9.7,2,4,"no"
"4573","yes",275.4,9.4,0,2,"yes"
"4574","no",198.1,7,1,3,"no"
"4575","no",109.8,17.8,1,2,"no"
"4576","no",120.5,8.6,2,2,"no"
"4577","no",256.6,11.1,1,3,"yes"
"4578","yes",200,8.9,0,2,"yes"
"4579","no",85.8,11,1,2,"no"
"4580","no",174,11.4,1,3,"no"
"4581","no",221.4,10,1,3,"no"
"4582","no",133.1,11.9,3,3,"no"
"4583","no",195.2,12.2,2,4,"no"
"4584","no",246.4,14.1,2,8,"no"
"4585","no",199.2,9.6,2,4,"no"
"4586","no",235.4,8.9,3,2,"no"
"4587","yes",170.9,6.1,2,7,"no"
"4588","no",155.9,8,2,2,"no"
"4589","no",102.4,7.1,2,5,"no"
"4590","no",200.5,16.3,3,6,"no"
"4591","no",192.2,8,1,6,"no"
"4592","no",202.7,14.7,1,6,"no"
"4593","no",84.3,8.3,4,6,"yes"
"4594","no",168,11.8,0,5,"no"
"4595","yes",278.1,11.3,0,4,"no"
"4596","no",128.3,11.2,1,5,"no"
"4597","no",227.8,12.4,0,3,"no"
"4598","yes",54.8,13.4,1,5,"yes"
"4599","no",140.2,14,1,1,"no"
"4600","no",271.2,13.2,0,4,"yes"
"4601","no",180,10.1,2,5,"no"
"4602","no",189.8,12.7,1,2,"no"
"4603","no",257.3,8.2,3,5,"no"
"4604","no",103.3,11.4,1,6,"no"
"4605","no",208.1,12.4,3,9,"no"
"4606","no",195.1,9.2,2,6,"no"
"4607","no",162.6,11.3,1,4,"no"
"4608","no",168.4,8,1,4,"no"
"4609","no",197.8,5.7,1,4,"no"
"4610","no",212.4,9.8,1,5,"no"
"4611","no",63.7,8.8,0,4,"no"
"4612","no",193.8,10.1,3,9,"no"
"4613","no",144,8.5,3,6,"no"
"4614","no",189,15.7,3,1,"no"
"4615","no",127.5,13,1,3,"no"
"4616","no",168.9,14.3,0,3,"no"
"4617","no",204.7,12.1,2,4,"no"
"4618","no",203.5,13.6,1,5,"no"
"4619","no",226.8,9.2,0,3,"no"
"4620","no",152.1,7.5,0,6,"no"
"4621","no",139.1,11.8,2,5,"no"
"4622","no",150.5,8.3,0,2,"no"
"4623","no",231.9,11.5,3,3,"no"
"4624","no",207.1,7.4,1,8,"no"
"4625","no",225.4,15.3,2,5,"yes"
"4626","no",116.4,12.8,1,4,"no"
"4627","no",195.7,8.6,0,9,"no"
"4628","no",79.4,9.1,0,5,"no"
"4629","no",102.9,11,6,4,"yes"
"4630","no",99.7,14.4,0,4,"no"
"4631","no",213.4,7.9,0,4,"no"
"4632","no",185.1,13.2,5,6,"no"
"4633","no",166.5,11.5,3,10,"no"
"4634","no",220.1,11.6,1,8,"no"
"4635","yes",78.4,7.2,0,5,"no"
"4636","no",102.8,8.9,1,5,"no"
"4637","yes",160.3,11.7,0,2,"yes"
"4638","no",181.3,10.3,1,3,"no"
"4639","no",281.1,10.9,1,3,"yes"
"4640","no",172.5,6.9,3,2,"no"
"4641","no",251.3,12.9,1,2,"yes"
"4642","no",141.9,10.9,1,11,"no"
"4643","no",148,9.7,3,5,"no"
"4644","yes",200.7,13.4,2,7,"yes"
"4645","no",238.3,9.4,5,6,"no"
"4646","no",220.1,7.4,2,5,"no"
"4647","no",124.7,8,0,3,"no"
"4648","no",147,9.2,1,3,"no"
"4649","no",194.2,11.2,2,2,"no"
"4650","no",214.9,8.1,0,2,"no"
"4651","no",269.8,4.7,1,6,"yes"
"4652","no",151.2,11.1,2,2,"no"
"4653","no",111.3,10.2,1,12,"no"
"4654","no",273.8,11.2,0,3,"no"
"4655","no",142.6,14,1,4,"no"
"4656","no",178,6.2,3,5,"no"
"4657","no",180.5,7.4,1,2,"no"
"4658","no",141.7,9.3,1,2,"no"
"4659","no",289.3,6.4,1,7,"yes"
"4660","no",193.4,9.5,2,5,"no"
"4661","no",184.2,11.3,1,4,"no"
"4662","no",144.1,12.4,2,4,"no"
"4663","no",180.3,12.1,3,1,"no"
"4664","no",179.2,15.1,1,3,"no"
"4665","no",50.6,13.7,2,5,"no"
"4666","no",223.7,11.1,2,1,"no"
"4667","no",220.5,5.6,1,7,"no"
"4668","yes",217.6,10.4,2,8,"no"
"4669","no",138.3,11.6,2,1,"no"
"4670","no",160.3,12.7,2,3,"no"
"4671","no",191.8,10.8,6,3,"no"
"4672","no",166.6,9.1,3,6,"no"
"4673","no",207,5.7,1,6,"no"
"4674","no",103.9,8.5,0,5,"no"
"4675","no",214.9,9.6,2,3,"no"
"4676","no",165.9,8.3,1,3,"no"
"4677","yes",92.2,5.7,1,1,"yes"
"4678","no",182.3,10.9,1,6,"no"
"4679","no",211.4,5.5,1,5,"yes"
"4680","no",151.2,5.6,0,17,"no"
"4681","no",178.8,5.5,2,4,"no"
"4682","no",136,5.5,0,3,"no"
"4683","no",87.1,14.4,2,4,"no"
"4684","no",169,12.2,3,3,"no"
"4685","no",196.7,10.1,3,11,"no"
"4686","no",114.6,8.3,2,5,"no"
"4687","no",204.5,12.6,0,8,"no"
"4688","yes",272.8,6.1,5,8,"yes"
"4689","no",174.8,12,3,2,"no"
"4690","yes",128.9,9.9,0,4,"no"
"4691","no",54.8,11.5,1,1,"no"
"4692","no",259,11.1,3,3,"no"
"4693","no",182.6,12,6,1,"yes"
"4694","no",123,9.3,1,12,"no"
"4695","no",169.9,8.6,2,2,"no"
"4696","no",201.4,11.9,2,5,"no"
"4697","no",124.2,11.5,3,6,"no"
"4698","no",128.2,8.1,0,4,"no"
"4699","no",214.3,10.6,4,4,"no"
"4700","no",243.3,11,4,4,"no"
"4701","no",200.7,12.9,4,3,"no"
"4702","no",231.4,11.4,2,5,"no"
"4703","no",235,7.7,2,3,"no"
"4704","no",237.5,9.7,1,3,"no"
"4705","no",228.3,8.4,1,9,"no"
"4706","no",160.5,10.7,1,5,"no"
"4707","no",185.6,6.9,1,3,"no"
"4708","no",214.3,8.3,1,5,"no"
"4709","no",240.8,7.6,4,3,"no"
"4710","no",104.2,9.2,1,2,"no"
"4711","no",273.8,10.4,3,2,"yes"
"4712","yes",194.4,9.6,0,5,"no"
"4713","no",130.2,7.6,2,5,"no"
"4714","yes",123.7,7.9,0,3,"no"
"4715","no",142.8,7.2,0,8,"no"
"4716","no",206.1,10.2,3,2,"no"
"4717","no",182.4,10.1,1,2,"no"
"4718","no",179.9,11.4,2,4,"no"
"4719","no",228.4,9.4,3,7,"no"
"4720","no",202,3.4,1,4,"no"
"4721","no",148.8,6.3,1,2,"no"
"4722","yes",191.3,10.2,2,2,"yes"
"4723","no",159.9,9,1,1,"no"
"4724","yes",191.7,4.9,2,4,"no"
"4725","no",86.4,11.9,2,6,"no"
"4726","no",151.2,9.3,2,2,"no"
"4727","no",196.2,6.9,0,11,"no"
"4728","no",182.1,12,2,7,"no"
"4729","no",155.1,11.3,3,2,"no"
"4730","no",125.9,7.3,0,7,"no"
"4731","no",136.1,18.5,2,2,"no"
"4732","no",284.3,3.5,0,4,"no"
"4733","no",199.7,13.7,1,6,"no"
"4734","no",98.2,13,2,5,"no"
"4735","no",247.6,7.3,3,5,"no"
"4736","no",254.3,11.6,1,5,"yes"
"4737","no",241.3,11.8,3,6,"no"
"4738","no",111.8,11.5,4,4,"yes"
"4739","no",163.7,8,1,5,"no"
"4740","no",164,10.2,1,4,"no"
"4741","no",97,10.8,5,3,"yes"
"4742","no",195.2,11.4,0,3,"no"
"4743","yes",157.6,9.8,1,4,"no"
"4744","no",168.7,6.8,2,6,"no"
"4745","no",253.6,10.2,3,3,"yes"
"4746","no",199,7.5,1,7,"no"
"4747","no",182.5,8.6,1,5,"no"
"4748","no",81.2,10.9,1,4,"no"
"4749","no",179.1,6.5,0,3,"no"
"4750","no",182.7,8.1,1,4,"no"
"4751","no",207,10.4,2,4,"no"
"4752","no",243.4,10,4,5,"no"
"4753","no",157.4,10.8,0,4,"no"
"4754","no",233.9,12.8,3,5,"no"
"4755","no",195.4,12.9,3,2,"no"
"4756","no",180.4,14.8,0,5,"no"
"4757","no",172.3,9.7,2,1,"no"
"4758","no",144.7,12.6,1,8,"no"
"4759","no",143.6,10.9,2,4,"no"
"4760","no",88.1,13.3,2,4,"no"
"4761","no",254.1,6.6,2,2,"no"
"4762","no",131.5,14.8,0,5,"no"
"4763","no",156.8,7.4,0,8,"no"
"4764","no",196.9,9.8,1,3,"no"
"4765","no",178,12,2,6,"no"
"4766","no",195.8,11.8,2,2,"no"
"4767","no",141.3,13.3,1,5,"no"
"4768","no",125.5,11,2,1,"no"
"4769","no",200.5,6.7,4,5,"no"
"4770","no",205.5,5.2,2,3,"no"
"4771","no",152.1,7.6,0,3,"no"
"4772","no",216.5,7.3,3,1,"no"
"4773","no",119.3,12.1,5,6,"yes"
"4774","no",113.9,12.9,4,8,"yes"
"4775","no",228.6,11.9,0,7,"no"
"4776","no",106.5,8.2,1,5,"no"
"4777","no",254.1,16.3,0,3,"yes"
"4778","no",163.2,9.9,3,2,"no"
"4779","no",134,7.8,6,4,"yes"
"4780","no",176,14.8,2,5,"no"
"4781","no",180.1,11.4,1,7,"no"
"4782","no",180.1,11.1,0,2,"no"
"4783","no",94.8,6.8,1,4,"no"
"4784","no",210.4,12.5,1,2,"no"
"4785","no",174.2,9.9,1,7,"no"
"4786","no",189.7,8.5,2,8,"no"
"4787","no",259,7.5,1,7,"no"
"4788","no",86.4,4.8,2,4,"no"
"4789","no",136.9,11.9,4,4,"yes"
"4790","no",234.9,15.4,1,3,"no"
"4791","no",196.5,14.1,6,4,"no"
"4792","no",221.4,13.6,0,2,"no"
"4793","no",170.2,13,2,1,"no"
"4794","no",191.9,11.7,0,4,"no"
"4795","yes",172.1,9.2,2,6,"no"
"4796","no",189.9,10.1,1,6,"no"
"4797","no",147.8,6.9,1,3,"no"
"4798","no",62.5,12.5,1,5,"no"
"4799","no",256.6,12.2,1,5,"yes"
"4800","no",123.7,9.6,1,5,"no"
"4801","no",113.1,13.4,1,3,"no"
"4802","no",220,10.3,1,2,"no"
"4803","no",147.7,11,1,3,"no"
"4804","no",271.9,9.3,1,3,"yes"
"4805","no",196.2,13.2,1,4,"no"
"4806","no",111.3,10.8,1,8,"no"
"4807","no",176.7,9.1,0,4,"no"
"4808","no",211.3,6.3,2,4,"no"
"4809","no",219,6.8,2,3,"no"
"4810","no",284,6.6,1,2,"yes"
"4811","no",174.1,16.2,1,3,"no"
"4812","no",124,13.1,0,2,"no"
"4813","no",175.6,12.3,2,2,"no"
"4814","no",111.7,8,1,5,"no"
"4815","no",37.4,8.3,2,5,"no"
"4816","no",201.4,10.7,1,2,"no"
"4817","no",156,11.4,1,9,"no"
"4818","no",162.9,7,4,5,"no"
"4819","no",211.4,10.5,2,2,"no"
"4820","no",170.6,6,0,3,"no"
"4821","no",203.9,10.5,3,2,"no"
"4822","no",157.3,9.7,1,4,"no"
"4823","no",172.7,4.1,0,1,"no"
"4824","no",196.6,11.4,2,3,"no"
"4825","no",147.7,8.9,3,8,"no"
"4826","yes",197.6,9.2,3,1,"yes"
"4827","no",186.7,12,1,4,"no"
"4828","no",198.5,10.8,1,2,"no"
"4829","no",161.1,12.2,2,2,"no"
"4830","no",190.8,5.9,2,1,"no"
"4831","no",195.2,11.5,1,4,"no"
"4832","no",245.5,10.1,5,10,"no"
"4833","no",290.5,11.3,2,5,"yes"
"4834","no",165.2,11.8,1,2,"no"
"4835","no",66.6,13,2,3,"no"
"4836","no",198.9,11.4,1,4,"no"
"4837","no",169.2,13,1,5,"no"
"4838","no",275.5,4.8,3,2,"yes"
"4839","no",226.6,11.7,3,2,"no"
"4840","no",158.2,12.9,2,3,"no"
"4841","no",186.4,9.1,1,5,"no"
"4842","no",194,9.3,1,4,"no"
"4843","no",165.8,12.4,3,7,"no"
"4844","no",143.2,12.7,2,3,"no"
"4845","no",238.6,6.2,1,4,"no"
"4846","yes",113,10.9,1,7,"no"
"4847","no",136.1,8.9,1,5,"no"
"4848","no",149.6,16.4,0,7,"no"
"4849","no",232,12,1,6,"no"
"4850","no",167.2,7.8,3,5,"no"
"4851","no",162.4,5.8,2,5,"no"
"4852","no",189.6,5.4,3,8,"no"
"4853","no",247.6,12.1,1,6,"no"
"4854","no",179.4,13.4,2,7,"no"
"4855","no",245.1,11.5,2,4,"no"
"4856","no",127.2,13.2,3,3,"no"
"4857","no",271.9,13.8,2,4,"yes"
"4858","no",142.7,12,2,11,"no"
"4859","no",94.5,9.2,2,3,"no"
"4860","no",173.3,12.3,2,3,"no"
"4861","no",241.7,4.5,2,5,"no"
"4862","yes",267.5,8.3,3,4,"yes"
"4863","no",290.1,7.4,2,4,"yes"
"4864","no",246,4,2,2,"no"
"4865","no",216.5,5.7,2,6,"no"
"4866","no",240.5,10.4,2,5,"no"
"4867","no",284.5,12.5,1,4,"no"
"4868","no",131.7,8.9,1,3,"no"
"4869","no",211.9,13.8,1,2,"no"
"4870","no",168.9,14.6,3,3,"no"
"4871","yes",230.5,10.6,1,3,"no"
"4872","no",195.5,7.3,1,2,"no"
"4873","no",112.3,13.3,1,2,"no"
"4874","no",103.6,6.6,0,6,"no"
"4875","no",121.5,10.4,1,5,"no"
"4876","no",175.8,5,0,4,"no"
"4877","no",187,7.9,2,2,"no"
"4878","no",165.9,11.2,2,11,"no"
"4879","no",152,9.3,1,3,"no"
"4880","yes",207.5,9.8,2,3,"no"
"4881","no",232.9,10.7,0,3,"no"
"4882","no",146.8,9.3,0,2,"no"
"4883","no",201.9,12.1,0,10,"no"
"4884","no",121.4,13.8,2,4,"no"
"4885","no",201.8,13.5,1,4,"no"
"4886","no",265.7,8.7,3,1,"no"
"4887","no",243.4,12.2,1,3,"no"
"4888","no",152.4,11.1,0,9,"no"
"4889","no",139.7,15.1,1,7,"no"
"4890","no",170.2,11.1,2,7,"no"
"4891","no",144.1,13.6,4,3,"yes"
"4892","no",128.9,11.1,1,3,"no"
"4893","no",6.6,5.6,0,3,"no"
"4894","no",94.3,9.6,1,4,"no"
"4895","no",230.7,9.2,3,1,"no"
"4896","yes",144.3,7,1,2,"yes"
"4897","no",126,8.6,1,1,"no"
"4898","no",281.6,7.4,2,3,"no"
"4899","no",298.1,8.2,4,4,"yes"
"4900","no",143.3,11.4,2,3,"no"
"4901","no",88,9.8,2,2,"no"
"4902","no",121,5.3,1,8,"no"
"4903","no",212.9,8.8,2,4,"no"
"4904","no",217.5,8.7,1,3,"no"
"4905","no",138.1,11.7,1,4,"no"
"4906","no",212.1,7.1,0,4,"no"
"4907","no",196,9.7,1,1,"no"
"4908","no",186.2,7.8,0,6,"no"
"4909","yes",145.8,11.9,1,4,"no"
"4910","no",137,5.8,2,4,"no"
"4911","no",191.3,8.6,3,9,"no"
"4912","no",232.7,10.2,1,7,"no"
"4913","no",86,8.2,3,3,"no"
"4914","no",139.8,11.1,1,6,"no"
"4915","no",301.4,14.4,0,5,"yes"
"4916","no",195,11.1,0,6,"no"
"4917","no",202,6,4,6,"no"
"4918","yes",211.6,14.1,0,11,"yes"
"4919","no",272.5,10.1,2,5,"yes"
"4920","yes",323.7,8.5,6,3,"yes"
"4921","no",214.2,11.7,3,10,"no"
"4922","no",143.6,9.3,3,2,"yes"
"4923","no",135.7,13,1,7,"no"
"4924","no",203.1,9.7,0,6,"no"
"4925","no",281.2,8.5,0,4,"yes"
"4926","no",136.2,8.3,1,3,"no"
"4927","no",207.1,6,1,1,"no"
"4928","no",189.9,15.6,0,2,"no"
"4929","no",245.9,10.4,1,8,"no"
"4930","no",145.6,12.2,1,7,"no"
"4931","no",202.9,10.1,4,3,"no"
"4932","no",210.7,7.9,2,6,"no"
"4933","no",217.2,11.4,1,10,"no"
"4934","no",158.9,10.8,2,4,"no"
"4935","no",198,8.3,4,10,"no"
"4936","no",212.8,0,1,0,"no"
"4937","no",145.8,9.8,0,3,"no"
"4938","yes",180.9,8.6,2,2,"yes"
"4939","no",209.9,9,1,5,"no"
"4940","no",112.9,11.3,4,7,"yes"
"4941","no",242.5,6.3,3,3,"no"
"4942","no",190.1,9.2,3,5,"no"
"4943","no",185.9,9.3,2,4,"no"
"4944","no",265.8,13.6,2,9,"yes"
"4945","no",184.7,11.3,2,4,"no"
"4946","no",217.1,12.6,2,6,"no"
"4947","no",161.2,9.6,1,9,"no"
"4948","no",198.7,10.5,4,5,"no"
"4949","yes",136.4,14.6,2,4,"yes"
"4950","no",162,1.1,1,5,"no"
"4951","no",189.5,11,3,2,"no"
"4952","no",144.4,9.3,0,4,"no"
"4953","no",170.1,10.8,2,3,"no"
"4954","no",104,8.7,4,5,"yes"
"4955","no",119.4,11.3,0,7,"no"
"4956","no",204.8,2,1,11,"no"
"4957","no",197.8,15.1,1,4,"no"
"4958","no",211.1,7.2,0,2,"no"
"4959","no",202.6,9.8,1,8,"no"
"4960","yes",312.4,10.6,1,2,"yes"
"4961","no",184.8,9.8,2,6,"no"
"4962","no",123.8,8.8,2,7,"no"
"4963","no",34.5,7.9,0,7,"no"
"4964","yes",140.6,9.7,2,4,"no"
"4965","no",150.8,10.7,0,3,"no"
"4966","no",192.1,10.7,1,2,"no"
"4967","no",175.7,9.5,0,2,"no"
"4968","no",93.3,12.1,0,2,"no"
"4969","no",212.1,9.5,2,3,"no"
"4970","no",43.3,10.6,0,4,"no"
"4971","no",173.1,10.8,1,1,"no"
"4972","no",115.4,17.7,0,4,"no"
"4973","no",190.9,11.4,1,6,"no"
"4974","no",234.1,11.4,1,4,"no"
"4975","no",102.1,14,1,2,"no"
"4976","no",131.9,6.8,1,3,"no"
"4977","no",135,19.7,0,4,"no"
"4978","yes",145,8.9,0,5,"no"
"4979","no",170.3,16.1,3,4,"no"
"4980","no",188.7,10.8,1,2,"no"
"4981","no",177.2,12.3,3,2,"yes"
"4982","no",7.2,12,1,4,"no"
"4983","no",181.1,5.6,5,6,"no"
"4984","no",151.8,10.8,2,5,"no"
"4985","no",159.4,8.5,1,2,"no"
"4986","no",226.6,10.2,3,5,"no"
"4987","no",214.7,7.4,3,6,"no"
"4988","no",157.6,8,1,4,"no"
"4989","no",157,16.2,2,2,"no"
"4990","no",170,8.3,0,2,"no"
"4991","no",244.7,7.5,1,6,"yes"
"4992","no",252.6,8.8,1,5,"yes"
"4993","no",188.3,10.3,0,6,"no"
"4994","no",177.9,11.5,3,6,"no"
"4995","no",170.7,6.9,1,7,"no"
"4996","no",235.7,9.9,2,5,"no"
"4997","no",184.2,14.7,3,2,"yes"
"4998","no",140.6,13.6,1,4,"no"
"4999","no",188.8,8.5,0,6,"no"
"5000","no",129.4,9.3,0,16,"no"
